;crl.tot;dollar;bang;money;n000;make;yesno
3501;37;0;0;0;0;0;n
3502;48;0;0;0;0;0;n
3503;317;0;0;0;0;0;n
3504;321;0,336;0,224;0;0;0;n
3505;319;0;0;0;0;0,51;n
3506;391;0,031;0;0;0;0;n
3507;577;0,12;0,013;0;0;0,09;n
3508;76;0;0;0;0;0;n
3509;82;0;0;0;0;0,3;n
3510;377;0;0;0;0;0;n
3511;319;0;0;0;0;0;n
3512;89;0;0;0;0;0,23;n
3513;155;0;0;0;0;0;n
3514;156;0;0;0;0;0,58;n
3515;129;0;0;0;0;0;n
3516;129;0;0;0;0;0;n
3517;260;0;0;0;0;0;n
3518;380;0,027;0;0;0;0;n
3519;184;0;0,149;0;0;0;n
3520;14;0;0;0;0;0;n
3521;69;0;0;0;0;0;n
3522;5;0;0;0;0;0;n
3523;4;0;0;0;0;0;n
3524;311;0;0,112;0;0;0,39;n
3525;37;0;0;0;0;0;n
3526;888;0,048;0,029;0,06;0;0,13;n
3527;552;0;0,042;0;0,09;0,09;n
3528;64;0;0;0;0;0;n
3529;5;0;0;0;0;0;n
3530;16;0;0;0;0;0;n
3531;46;0;0;0;0;0;n
3532;35;0;0;0;0;0;n
3533;52;0;0;0;0;0,9;n
3534;10;0;0;0;0;0;n
3535;94;0;0;0;0;0;n
3536;4;0;0;0;0;0;n
3537;40;0;0;0;0;0;n
3538;6;0;0;0;0;0;n
3539;270;0;0;0;0;0;n
3540;276;0;0;0,84;0;0;n
3541;466;0;0;0;0;0;n
3542;112;0;0,056;0;0;0,67;n
3543;507;0,028;0;0;0;0,1;n
3544;3337;0,018;0;0;0,04;0,04;n
3545;31;0;0;1,66;0;0;n
3546;237;0,061;0,122;0;0,5;0;n
3547;18;0;0;0;0;0;n
3548;54;0;0;0;0;0;n
3549;339;0,031;0;0;0;0;n
3550;188;0;0;0;0;0;n
3551;148;0;0,087;0;0;0;n
3552;68;0;0;0;0;0;n
3553;16;0;0,952;0;0;0;n
3554;69;0;0,229;0;0;0;n
3555;77;0;0;0;0;0;n
3556;59;0;0;0;0;0;n
3557;22;0;0,134;0;0;0;n
3558;395;0,045;0,022;0;0;0;n
3559;25;0;0;0;0;0;n
3560;36;0;0;0;0;0;n
3561;30;0;0;0;0;0;n
3562;30;0;0;0;0;0;n
3563;296;0;0;0;0;0;n
3564;17;0;0;0;0;0;n
3565;69;0;0;0;0;0;n
3566;16;0;0,238;0;0;0;n
3567;53;0;0;0;0;2;n
3568;24;0;0;0;0;0;n
3569;69;0;0;0;0;0;n
3570;127;0;0;0;0;0;n
3571;623;0,043;0;0;0;0,06;n
3572;37;0;0;0;0;0;n
3573;403;0,044;0,022;0;0;0;n
3574;100;0;0;0;0;0,75;n
3575;12;0;0;0;0;0;n
3576;12;0;0;0;0;0;n
3577;3;0;0;0;0;0;n
3578;5;0;0;0;0;0;n
3579;13;0;0;0;0;0;n
3580;6;0;0;0;0;0;n
3581;18;0;0;0;0;0;n
3582;5;0;0;0;0;0;n
3583;5;0;0;0;0;0;n
3584;5;0;0;0;0;0;n
3585;3;0;0;0;0;0;n
3586;5;0;0;0;0;0;n
3587;30;0;0;0;0;0;n
3588;5;0;0;0;0;0;n
3589;5;0;0;0;0;0;n
3590;7;0;0;0;0;0;n
3591;5;0;0;0;0;0;n
3592;5;0;0;0;0;0;n
3593;5;0;0;0;0;0;n
3594;4;0;0;0;0;0;n
3595;5;0;0;0;0;0;n
3596;5;0;0;0;0;0;n
3597;5;0;0;0;0;0;n
3598;5;0;0;0;0;0;n
3599;5;0;0;0;0;0;n
3600;4;0;0;0;0;0;n
3601;26;0;0;0;0;0;n
3602;6;0;0;0;0;0;n
3603;5;0;0;0;0;0;n
3604;4;0;0;0;0;0;n
3605;32;0;0;0;0;0;n
3606;6;0;0;0;0;0;n
3607;3;0;0;0;0;0;n
3608;5;0;0;0;0;0;n
3609;5;0;0;0;0;0;n
3610;5;0;0;0;0;0;n
3611;6;0;0;0;0;0;n
3612;5;0;0;0;0;0;n
3613;11;0;0;0;0;0;n
3614;6;0;0;0;0;0;n
3615;5;0;0;0;0;0;n
3616;10;0;0;0;0;0;n
3617;9;0;0;0;0;0;n
3618;5;0;0;0;0;0;n
3619;4;0;0;0;0;0;n
3620;5;0;0;0;0;0;n
3621;5;0;0;0;0;0;n
3622;5;0;0;0;0;0;n
3623;5;0;0;0;0;0;n
3624;5;0;0;0;0;0;n
3625;5;0;0;0;0;0;n
3626;5;0;0;0;0;0;n
3627;5;0;0;0;0;0;n
3628;5;0;0;0;0;0;n
3629;5;0;0;0;0;0;n
3630;5;0;0;0;0;0;n
3631;5;0;0;0;0;0;n
3632;6;0;0;0;0;0;n
3633;5;0;0;0;0;0;n
3634;6;0;0;0;0;0;n
3635;3;0;0;0;0;0;n
3636;4;0;0;0;0;0;n
3637;6;0;0;0;0;0;n
3638;5;0;0;0;0;0;n
3639;6;0;0;0;0;0;n
3640;5;0;0;0;0;0;n
3641;5;0;0;0;0;0;n
3642;5;0;0;0;0;0;n
3643;5;0;0;0;0;0;n
3644;6;0;0;0;0;0;n
3645;5;0;0;0;0;0;n
3646;5;0;0;0;0;0;n
3647;5;0;0;0;0;0;n
3648;5;0;0;0;0;0;n
3649;5;0;0;0;0;0;n
3650;5;0;0;0;0;0;n
3651;5;0;0;0;0;0;n
3652;5;0;0;0;0;0;n
3653;5;0;0;0;0;0;n
3654;5;0;0;0;0;0;n
3655;5;0;0;0;0;0;n
3656;5;0;0;0;0;0;n
3657;5;0;0;0;0;0;n
3658;5;0;0;0;0;0;n
3659;7;0;0;0;0;0;n
3660;5;0;0;0;0;0;n
3661;5;0;0;0;0;0;n
3662;5;0;0;0;0;0;n
3663;5;0;0;0;0;0;n
3664;5;0;0;0;0;0;n
3665;3;0;0;0;0;0;n
3666;4;0;0;0;0;0;n
3667;8;0;0;0;0;0;n
3668;5;0;0;0;0;0;n
3669;5;0;0;0;0;0;n
3670;5;0;0;0;0;0;n
3671;5;0;0;0;0;0;n
3672;10;0;0;0;0;0;n
3673;6;0;0;0;0;0;n
3674;7;0;0;0;0;0;n
3675;5;0;0;0;0;0;n
3676;8;0;0;0;0;0;n
3677;398;0;0;0;0;0;n
3678;3;0;0;0;0;0;n
3679;4;0;0;0;0;0;n
3680;3;0;0;0;0;0;n
3681;3;0;0;0;0;0;n
3682;4;0;0;0;0;0;n
3683;3;0;0;0;0;0;n
3684;3;0;0;0;0;0;n
3685;4;0;0;0;0;0;n
3686;3;0;0;0;0;0;n
3687;3;0;0;0;0;0;n
3688;3;0;0;0;0;0;n
3689;6;0;0;0;0;0;n
3690;14;0;0;0;0;0;n
3691;485;0;0;0;0;0;n
3692;54;0;0;0;0;0,36;n
3693;2051;0;0,037;0;0;0;n
3694;40;0;0;0;0;0;n
3695;272;0;0;0;0;0;n
3696;42;0;0;0;0;0;n
3697;143;0;0;0;0;0;n
3698;150;0;0,129;0;0;0;n
3699;40;0;0;0;0;0;n
3700;6;0;1,739;0;0;0;n
3701;931;0;0;0;0;0;n
3702;50;0;0,178;0;0;0;n
3703;18;0;0,636;0;0;0;n
3704;28;0;0,444;0;0;0;n
3705;23;0;0;0;0;0;n
3706;511;0,032;0;0;0;0,11;n
3707;1031;0,024;0;0;0;0,17;n
3708;706;0,021;0;0;0;0,07;n
3709;44;0;0;0;0;0;n
3710;35;0;0;0;0;0;n
3711;91;0;0,283;0;0;0,83;n
3712;787;0;0;0;0;0;n
3713;11;0;0;0;0;0;n
3714;127;0;0;0;0;0;n
3715;295;0;0;0;0;0;n
3716;128;0;0;0;0;0;n
3717;203;0;0;0;0;0;n
3718;56;0;0;0;0;0,41;n
3719;3467;0,007;0,002;0;0;0;n
3720;4;0;0;0;0;0;n
3721;3;0;0;0;0;0;n
3722;117;0;0;0;0;0;n
3723;7;0;0;0;0;0;n
3724;28;0;0;0;0;0;n
3725;116;0;0;0;0;0;n
3726;14;0;0;0;0;0;n
3727;5;0;0;0;0;0;n
3728;69;0;0;0;0;0;n
3729;582;0;0,024;0;0;0;n
3730;54;0;0;0;0;1,26;n
3731;94;0;0,197;0;0;0;n
3732;113;0;0,502;0;0;0;n
3733;122;0;0;0;0;0;n
3734;141;0;0;0;0;0;n
3735;141;0;0;0;0;0;n
3736;43;0;0;0;0;0;n
3737;126;0;0;0;0;0;n
3738;207;0;0;0;0,23;0;n
3739;103;0;0,135;0;0;0;n
3740;469;0,041;0,041;0;0;0,1;n
3741;99;0;0;0;0;0;n
3742;67;0;0;0;0;0;n
3743;29;0;0;0;0;0;n
3744;89;0;0;0;0;0,23;n
3745;15;0;0;0;0;0;n
3746;32;0;0;0;0;0;n
3747;20;0;0;0;0;0;n
3748;6;0;0;0;0;0;n
3749;411;0;0,026;0;0;0;n
3750;500;0;0;0;0;0;n
3751;190;0;0,043;0;0;0,25;n
3752;104;0;0;0;0;0;n
3753;249;0;0,05;0;0;0;n
3754;93;0;0,056;0;0;0,33;n
3755;7;0;0;0;0;0;n
3756;316;0;0;0;0;0;n
3757;147;0,037;0;0;0;0;n
3758;11;0;0;0;0;0;n
3759;22;0;0,374;0;0;0;n
3760;16;0;0;0;0;0;n
3761;22;0;0;0;0;0;n
3762;5;0;0;0;0;0;n
3763;18;0;0;0;0;0;n
3764;41;0;0;0;0;0;n
3765;53;0;0;0;0;2;n
3766;3;0;0;0;0;0;n
3767;44;0;0;0;0;0;n
3768;330;0;0;0;0;0;n
3769;19;0;0;0;0;0;n
3770;50;0;0,238;0;0;0;n
3771;81;0;0,102;0;0;0;n
3772;173;0;0,159;0;0;0;n
3773;18;0;0;0;0;0;n
3774;29;0;0,235;0;0;0;n
3775;659;0,023;0;0;0,22;0,07;n
3776;545;0;0,014;0;0;0,2;n
3777;27;0;0,181;0;0;0;n
3778;42;0;0,336;0;0;0;n
3779;720;0,02;0;0;0,22;0,07;n
3780;109;0;0;0;0;0;n
3781;35;0;0;0;0;0;n
3782;29;0;0;0;0;1,06;n
3783;12;0;0;0;0;0;n
3784;50;0;0;0;0;0;n
3785;58;0;0;0;0;0;n
3786;12;0;0;0;0;0;n
3787;12;0;0;0;0;0;n
3788;2;0;0;0;0;0;n
3789;204;0;0;0;0;0;n
3790;44;0;0;0;0;0;n
3791;23;0;0;0;0;0;n
3792;112;0;0;0;0;0;n
3793;39;0;0;0;0;0;n
3794;190;0;0;0;0;0;n
3795;12;0;0;0;0;0;n
3796;17;0;0;0;0;0;n
3797;180;0;0,188;0;0;0;n
3798;73;0;0;0;0;0,71;n
3799;167;0;0,049;0;0;0;n
3800;421;0,04;0;0;0;0;n
3801;8;0;0;0;0;0;n
3802;248;0;0,055;0;0;0;n
3803;35;0;0;0;0;0;n
3804;49;0;0,139;0;0;0;n
3805;27;0;0,404;0;0;0;n
3806;3;0;0,862;0;0;0;n
3807;17;0;0;0;0;0;n
3808;87;0;0,093;0;0;0;n
3809;85;0;0;0;0;0;n
3810;120;0;0;0;0;0;n
3811;10;0;0;0;0;0;n
3812;69;0;0;0;0;0;n
3813;74;0;0;0;0;0,46;n
3814;7;0;0;0;0;0;n
3815;6;0;0;0;0;0;n
3816;130;0;0;0;0;0;n
3817;77;0;0;0;0;0;n
3818;33;0;0;0;0;0;n
3819;136;0;0;0;0;0;n
3820;28;0;0;0;0;0;n
3821;1184;0,061;0,047;0;0;0;n
3822;8;0;0;0;0;0;n
3823;575;0;0;0;0,2;0;n
3824;80;0;0;0;0;0;n
3825;107;0;0;0;0;0;n
3826;393;0,016;0;0;0;0;n
3827;14;0;0;0;0;0;n
3828;16;0;0;0;0;0;n
3829;97;0;0;0;0;0;n
3830;108;0;0;0;0;0,55;n
3831;75;0;0;0;0;0;n
3832;108;0;0,054;0;0;0;n
3833;36;0;0,133;0;0;0;n
3834;3;0;0;0;0;0;n
3835;138;0;0,055;0;0;0;n
3836;42;0;0,119;0;0;0;n
3837;53;0;0;0;0;0;n
3838;21;0;0,348;0;0;0;n
3839;155;0,045;0;0;0;0;n
3840;107;0,054;0;0;0;0;n
3841;191;0;0;0;0;0;n
3842;511;0;0;0;0;0;n
3843;85;0,062;0;0;0;0;n
3844;56;0;0;0;0;0;n
3845;7;0;0;0;0;0;n
3846;605;0,063;0;0;0,1;0;n
3847;376;0;0;0;0;0;n
3848;28;0;0;0;0;0;n
3849;49;0;0;0;0;0;n
3850;149;0;0;0;0;0;n
3851;15;0;0;0;0;0;n
3852;31;0,265;0;0,8;0;0;n
3853;597;0,059;0;0;0,1;0;n
3854;54;0;0;0;0;0;n
3855;53;0;0;0;0;0;n
3856;101;0;0;0;0;0;n
3857;28;0;0;0;0;0;n
3858;128;0;0;0;0;0;n
3859;506;0;0;0;0;0;n
3860;34;0;0,204;0;0;1,12;n
3861;207;0;0;0;0;0,19;n
3862;76;0;0,139;0;0;0;n
3863;177;0;0,077;0;0;0;n
3864;76;0;0;0;0;0;n
3865;31;0;0;0;0;0;n
3866;88;0,223;0,111;0;0;0;n
3867;86;0,18;0,361;0;0;0;n
3868;4;0;0;0;0;0;n
3869;9;0;0;0;0;0;n
3870;18;0;0;0;0;0;n
3871;98;0;0;0;0;0;n
3872;18;0,651;0;0;0;0;n
3873;8;0;0;0;0;0;n
3874;93;0;0;0;0;0;n
3875;80;0;0,285;0;0;0;n
3876;122;0;0;0;0;0;n
3877;208;0;0,082;0;0;0;n
3878;534;0;0;0;0;0;n
3879;50;0;0;0;0;0;n
3880;48;0;0;0;0;0;n
3881;307;0;0,097;0;0;0;n
3882;18;0;0;0;0;0;n
3883;6;0;0;0;0;0;n
3884;472;0;0,018;0;0;0;n
3885;88;0;0;0;0;0;n
3886;26;0;0;0;0;0;n
3887;187;0;0,021;0;0;0;n
3888;63;0;0;0;0;0;n
3889;210;0,067;0,135;0;0;0;n
3890;39;0;0;0;0;0;n
3891;45;0;0;0;0;0;n
3892;76;0;0;0;0;0;n
3893;19;0;0;0;0;0;n
3894;189;0;0;0;0;0;n
3895;152;0;0;0,24;0;0,24;n
3896;19;0;0;0;0;0;n
3897;746;0;0,018;0;0;0;n
3898;51;0;0,184;0;0;0;n
3899;5;0;0;0;0;0;n
3900;35;0;0;0;0;0;n
3901;81;0;0;0;0;0;n
3902;6;0;0;0;0;0;n
3903;79;0;0;0;0;0;n
3904;646;0;0,038;0;0;0,17;n
3905;256;0,029;0,148;0;0;0;n
3906;53;0;0;0;0;2;n
3907;559;0;0;0;0,11;0;n
3908;120;0;0;0;0;0;n
3909;42;0;0;0;0;0;n
3910;227;0,086;0;0;0;0;n
3911;59;0;0;0;0;0,4;n
3912;4;0;0;0;0;0;n
3913;3;0;0;0;0;0;n
3914;738;0;0;0;0;0;n
3915;7;0;0;0;0;0;n
3916;105;0;0;0;0;0;n
3917;25;0;0;0;0;0;n
3918;114;0;0;0;0;0;n
3919;49;0;0;0;0;0;n
3920;10;0;0;0;0;0;n
3921;108;0;0;0;0;0;n
3922;22;0;0;0;0;0;n
3923;665;0,022;0;0;0;0,08;n
3924;485;0,033;0;0;0;0,12;n
3925;827;0,019;0;0;0;0,06;n
3926;598;0,024;0;0;0;0,08;n
3927;1387;0,01;0;0;0;0,07;n
3928;83;0;0;0;0;0;n
3929;334;0;0;0;0;0,23;n
3930;124;0;0;0;0;0;n
3931;77;0;0;0;0;0;n
3932;10;0;0;0;0;2,85;n
3933;77;0;0,124;0,74;0;0;n
3934;76;0;0;0;0;0;n
3935;12;0;0;0;0;0;n
3936;3003;0,039;0,031;0;0,02;0,04;n
3937;24;0;0,167;0;0;0;n
3938;290;0;0;0;0;0;n
3939;171;0;0;0;0;0;n
3940;7;0;0;0;0;0;n
3941;461;0;0;0;0;0;n
3942;196;0;0;0;0;0;n
3943;14;0;0;0;0;0;n
3944;237;0;0;0;0;0;n
3945;363;0,214;0;0;0;0;n
3946;13;0;0;0;0;0;n
3947;540;0;0;0;0;0;n
3948;39;0;0;0;0;0;n
3949;54;0;0;0;0;0;n
3950;42;0;0;0;0;0;n
3951;11;0;0;0;0;0;n
3952;124;0;0;0;0;0;n
3953;629;0,039;0;0;0;0,09;n
3954;48;0;0;0;0;0;n
3955;111;0;0;0;0;0;n
3956;576;0;0;0;0;0;n
3957;19;0;0;0;0;0;n
3958;105;0;0;0;0;0;n
3959;30;0;0;0;0;0;n
3960;18;0;0;0;0;0;n
3961;99;0;0;0;0;0;n
3962;25;0;0,333;0;0;0;n
3963;8;0;8,333;0;0;0;n
3964;191;0;0;0;0;0;n
3965;120;0;0;0;0;0;n
3966;4;0;0,632;0;0;0;n
3967;122;0;0;0;0;0,33;n
3968;17;0;0;0;0;0;n
3969;508;0;0;0;0;0;n
3970;22;0;0;0;0;0;n
3971;106;0,078;0;0;0;0,54;n
3972;885;0;0;0;0;0,09;n
3973;232;0;0;0;0;0;n
3974;146;0;0;0;0;0;n
3975;60;0;0;0;0;0;n
3976;18;0;0;0;0;0;n
3977;45;0;0;0;0;0;n
3978;11;0;0;0;0;0;n
3979;12;0;1,342;0;0;0;n
3980;277;0;0;0;0;0;n
3981;1056;0,109;0,1;0;0;0,06;n
3982;37;0;0,149;0;0;0;n
3983;89;0;0;0;0;0;n
3984;125;0;0,056;0;0;0;n
3985;105;0;0;0;0;0;n
3986;299;0;0,078;0;0;0;n
3987;7;0;0;0;0;0;n
3988;7;0;0;0;0;0;n
3989;705;0;0;0;0;0;n
3990;61;0;0;0;0;0;n
3991;18;0;0;0;0;0;n
3992;31;0;0,485;0;0;0;n
3993;95;0;0;0;0;0;n
3994;17;0;0;0;0;0;n
3995;26;0;0;0;0;0;n
3996;82;0;0;0;0;0;n
3997;61;0;0;0;0;0;n
3998;15;0;0;0;0;0;n
3999;591;0,044;0;0;0,23;0,07;n
4000;69;0;0;0;0;0;n
4001;5;0;0;0;0;0;n
4002;181;0;0;0;0;0;n
4003;8;0;0;0;0;0;n
4004;46;0;0;0;0;0;n
4005;33;0;0;0;0;0;n
4006;18;0;0;0;0;0;n
4007;188;0;0;0;0;0;n
4008;108;0;0;0;0;0;n
4009;54;0;0;0;0;0;n
4010;83;0;0;0;0;0;n
4011;76;0;0,281;0;0;0;n
4012;871;0,075;0,028;0;0;0;n
4013;63;0;0;0;0;0;n
4014;135;0;0,049;0;0;0;n
4015;179;0;0;0;0;0;n
4016;83;0;0;0;0;0;n
4017;19;0;0;0;0;0;n
4018;120;0,031;0;0;0,19;0,19;n
4019;31;0;0;0;0;0;n
4020;30;0;0;0;0;0;n
4021;169;0;0;0;0;0;n
4022;5;0;0;0;0;0;n
4023;140;0;0;0;0;0;n
4024;112;0;0;0;0;0;n
4025;182;0;0;0;0;0,34;n
4026;65;0;0,222;0;0;0;n
4027;740;0,023;0;0;0,24;0,08;n
4028;61;0;0;0;0;0,89;n
4029;53;0;0;0;0;0;n
4030;13;0;0;0;0;0;n
4031;167;0;0,094;0;0;0;n
4032;78;0;0,339;0;0;0;n
4033;88;0;0,273;0;0;0;n
4034;121;0;0;0;0;0,51;n
4035;74;0;0;0;0;0;n
4036;65;0;0;0;0;0;n
4037;8;0;1,282;0;0;0;n
4038;37;0;0;0;0;0;n
4039;31;0;0;0;0;0;n
4040;11;0;0;0;0;0;n
4041;55;0;0;0;0;0;n
4042;36;0;0;0;0;0;n
4043;87;0;0;0;0;0,34;n
4044;14;0;0,287;0;0;0;n
4045;5;0;3,26;0;0;0;n
4046;68;0;0,077;0,45;0;0;n
4047;31;0;0,497;0;0;0;n
4048;53;0;0,047;0;0;0,26;n
4049;55;0;0;0;0;0;n
4050;14;0;0;0;0;0;n
4051;9;0;0;0;0;0;n
4052;68;0;0;0;0;0;n
4053;25;0;0;0;0;0;n
4054;44;0;0;0;0;0;n
4055;31;0;0,457;0;0;0;n
4056;32;0;0,247;0;0;0;n
4057;70;0;0;0;0;0;n
4058;22;0;0;0;0;0;n
4059;51;0;0,093;0;0;0;n
4060;13;0;0,943;0;0;0;n
4061;142;0;0,666;0;0,48;0;n
4062;5;0;0;0;0;0;n
4063;43;0,26;0;0;0;0;n
4064;96;0,038;0;0;0;0;n
4065;6;0;0;0;0;3,84;n
4066;6;0;1,724;0;0;0;n
4067;34;0;0,578;0;0;0;n
4068;9;0;0;0;0;0;n
4069;51;0;0;0;0;0;n
4070;75;0;0,392;0;0;0,54;n
4071;24;0;0;0;0;0;n
4072;26;0;0,398;0;0;0;n
4073;30;0;0;0;0;0;n
4074;137;0;0;0;0;0;n
4075;14;0;0;0;0;0;n
4076;31;0;0;0;0;0;n
4077;8;0;0,613;0;0;0;n
4078;9;0;0;0;0;0;n
4079;20;0;0;0;0;0;n
4080;14;0;0;0;0;0;n
4081;7;0;0;0;0;0;n
4082;22;0;2,843;0;0;0;n
4083;16;0;0;0;0;0;n
4084;12;0;1,075;0;0;0;n
4085;179;0;0;0;0;0;n
4086;45;0;0;0;0;0;n
4087;51;0;0,091;0;0;0,49;n
4088;45;0;0;0;0;0;n
4089;30;0,197;0;0;0;0;n
4090;9;0;0;0;0;0;n
4091;50;0,159;0;0;0;0;n
4092;7;0;1,438;0;0;0;n
4093;272;0;0,078;0;0;0,08;n
4094;20;0;0;0;0;0;n
4095;24;0;0,371;0;0;0;n
4096;8;0;0;0;0;0;n
4097;30;0;0;0;0;1,31;n
4098;37;0;0,143;0;0;0;n
4099;26;0;0,165;0;0;0;n
4100;10;0;0,704;0;0;0;n
4101;11;0;0,68;0;0;0;n
4102;6;0;0;0;0;0;n
4103;29;0;0,422;0;0;0;n
4104;20;0;0;0;0;0;n
4105;28;0;0;0;0;0;n
4106;183;0;0,164;0;0;0,13;n
4107;35;0,118;0;0;0;0;n
4108;24;0;0;0;0;0;n
4109;14;0;0,546;0;0;0;n
4110;24;0;0;0;0;0;n
4111;13;0;1,069;0;0;0;n
4112;134;0;0,054;0;0;0;n
4113;83;0,189;0,094;0;0;0;n
4114;14;0;0,564;0;0;0;n
4115;9;0;0;0;0;0;n
4116;77;0;0,076;0;0;0;n
4117;37;0;0,259;0;0;0;n
4118;97;0;0,117;0;0;0,66;n
4119;70;0;0;0;0;0;n
4120;8;0;0;0;0;0;n
4121;74;0,218;0,109;0;0;0;n
4122;11;0;0,248;0;0;0;n
4123;73;0;0,954;0;0;0;n
4124;49;0;0;0;0;0;n
4125;8;0;0;0;0;0;n
4126;52;0,169;0,169;0;0;0;n
4127;27;0;0;0;0;0;n
4128;34;0;0,49;1,16;0;0;n
4129;226;0;0;0;0;0;n
4130;44;0;0,09;0;0;0;n
4131;24;0;0,147;0;0;0;n
4132;49;0;0,102;0;0;0,63;n
4133;71;0;0;0;0;0;n
4134;425;0;0,157;0;0,1;0,1;n
4135;7;0;0;0;0;0;n
4136;36;0;0,213;0;0;0;n
4137;30;0,246;0;0;0;0;n
4138;31;0,211;0;0;0;0;n
4139;40;0;0;0;0;0;n
4140;16;0;0;0;0;0;n
4141;71;0;0;0;0;0,34;n
4142;32;0;0,21;0;0;0;n
4143;19;0;0;0;0;0,9;n
4144;101;0;0,069;0;0;0;n
4145;124;0;0;0;0;0;n
4146;5;0;0;0;0;0;n
4147;1310;0;0;0;0;0;n
4148;35;0;0;0;0;0;n
4149;32;0;0;0;0;1,08;n
4150;97;0;0;0;0;0;n
4151;182;0;0;0;0;0;n
4152;39;0;0,275;0;0;0;n
4153;116;0;0;0;0;0;n
4154;94;0;0;0;0;0;n
4155;74;0;0;0;0;0;n
4156;119;0;0;0;0;0;n
4157;106;0;0,045;0;0;0;n
4158;83;0;0,12;0;0;0;n
4159;69;0;0;0;0;0;n
4160;82;0;0;0;0;0;n
4161;191;0;0,059;0;0;0;n
4162;92;0;0;0;0;0;n
4163;46;0;0;0;0;0;n
4164;91;0;0;0;0;0;n
4165;76;0;0;0;0;0;n
4166;167;0;0,082;0;0;0,32;n
4167;109;0;0;0;0;0,43;n
4168;78;0;0;0;0;0;n
4169;116;0;0,174;0;0,33;0;n
4170;328;0;0,082;0;0;0,15;n
4171;306;0;0,034;0;0;0,09;n
4172;187;0;0;0;0;0;n
4173;192;0;0;0;0;0;n
4174;31;0;0,471;0;0;0;n
4175;97;0;0,045;0;0;0;n
4176;56;0;0;0;0;0;n
4177;90;0;0;0;0;0;n
4178;91;0;0,214;0;0;0;n
4179;83;0;0;0;0;0;n
4180;94;0;0;0;0;0;n
4181;81;0;0;0;0;0;n
4182;90;0;0;0;0;0;n
4183;147;0;0,047;0;0;0;n
4184;158;0;0,057;0,16;0;0;n
4185;22;0;0,756;0;0;0;n
4186;114;0;0;0;0;0,38;n
4187;83;0;0;0;0;0;n
4188;119;0;0;0;0;0;n
4189;71;0;0;0;0;0;n
4190;52;0;0;0;0;0;n
4191;35;0;0,159;0;0;2,32;n
4192;97;0;0;0;0;0;n
4193;137;0;0,188;0;0;0;n
4194;118;0;0,048;0;0;0;n
4195;108;0;0;0;0;0;n
4196;39;0;0,817;0;0;0;n
4197;70;0;0;0;0;0;n
4198;108;0,857;0;0;0;0;n
4199;84;0;0;0;0;0;n
4200;89;0;0,105;0;0;0,7;n
4201;91;0;0;0;0;0;n
4202;26;0;0;0;0;0;n
4203;86;0;0,13;1,83;0;0;n
4204;91;0;0;0;0;0;n
4205;38;0,18;0,361;0;0;0;n
4206;43;0,327;0,327;0;0;0;n
4207;22;0;0,263;0;0;0;n
4208;34;0,192;1,156;0;0;0;n
4209;72;0,213;0,284;0;0;0;n
4210;54;0;0,441;0;0;0;n
4211;24;0;0,331;0;0;0;n
4212;23;0;0,33;0;0;0;n
4213;116;0;0,062;0;0;0,36;n
4214;70;0;0,238;0;0;0;n
4215;159;0,065;0,261;0,39;0,39;0;n
4216;104;0;0;1,31;0;0;n
4217;25;0;0;0;0;0;n
4218;31;0;0,342;0;0;0;n
4219;290;0;0,056;0;0;0;n
4220;58;0,109;0;1,25;0;0;n
4221;47;0;0,709;0;0;0,31;n
4222;101;0;0,119;0;0;0;n
4223;19;0;0,692;0;0;0;n
4224;18;0;0,216;0;0;0;n
4225;56;0;0,324;0;0;0;n
4226;10;0;0,653;0;0;0;n
4227;35;0;0,432;0;0;0;n
4228;54;0;0,308;0;0;0,28;n
4229;26;0;0,62;0;0;0;n
4230;8;0;0;0;0;0;n
4231;22;0;0,757;0;0;0;n
4232;159;0;0;0;0;0,39;n
4233;85;0;0;0;0;0;n
4234;33;0;0;0;0;0;n
4235;28;0;0;0;0;0;n
4236;14;0;0;0;0;0;n
4237;15;0;0;1,69;0;0;n
4238;24;0;0;0;0;0;n
4239;16;0;0;0;0;0;n
4240;35;0;0,175;0;0;0;n
4241;6;0;0;0;0;0;n
4242;42;0;0;0;0;0;n
4243;155;0;0,029;0;0;0;n
4244;43;0;9,575;0;0;0;n
4245;80;0;5,054;0,28;0;0,28;n
4246;69;0;6,387;0;0;0;n
4247;41;0;0,45;0,48;0;0;n
4248;35;0;0;0;0;0;n
4249;118;0;0;0;0;0;n
4250;51;0;0;0;0;0;n
4251;39;0;0,087;0;0;0;n
4252;118;0;0;0;0;0;n
4253;60;0;0;0;0;0,95;n
4254;63;0;0,253;0;0;0,76;n
4255;32;0;0,278;0;0;0;n
4256;6;0;0;0;0;0;n
4257;55;0;0;0;0;1,47;n
4258;47;0,138;0;0,87;0;0;n
4259;36;0;0;0;0;0;n
4260;39;0;0,169;0;0;0;n
4261;33;0;0;0;0;0;n
4262;115;0;0,082;0;0;0,58;n
4263;18;0;0,25;0;0;0;n
4264;40;0;0;0;0;0;n
4265;359;0;0,063;0;0;0;n
4266;614;0;0,071;0;0;0;n
4267;334;0;0,063;0;0;0;n
4268;328;0;0,074;0;0;0;n
4269;354;0;0,07;0;0;0;n
4270;40;0;0;0;0;0;n
4271;39;0;0;0;0;0;n
4272;35;0;0;0;0;0;n
4273;418;0;0,06;0;0;0,35;n
4274;24;0;0,327;0;0;0;n
4275;394;0;0,062;0;0;0;n
4276;96;0;0;0;0;0;n
